ping_time,busId,lat,lng,bearing,direction,plateNumber,stopId
2025-11-12T06:29:04.954386,78890,32.002937,35.874866,142,0,58-78890,10619
2025-11-12T06:29:04.954386,11499,31.992413,35.89034,0,0,58-11499,10622
2025-11-12T06:29:04.954386,11364,32.020763,35.84274,0,0,58-11364,10612
2025-11-12T06:29:04.954386,94951,31.967287,35.886738,245.1,0,58-94951,10640
2025-11-12T06:29:04.954386,75259,31.97821,35.88918,219.6,0,58-75259,10626
2025-11-12T06:29:04.954386,11379,32.024338,35.852627,72.61,0,58-11379,10613
2025-11-12T06:29:04.954386,37113,31.955252,35.884277,117.2,0,58-37113,10631
2025-11-12T06:29:04.954386,47376,31.94552,35.907127,48.46,0,58-47376,10632
2025-11-12T06:29:04.954386,11514,32.00042,36.01427,0,0,58-11514,10625
2025-11-12T06:29:04.954386,11490,31.946945,35.917305,128.34,1,58-11490,10634
2025-11-12T06:29:04.954386,11017,31.946026,35.928158,295.81,1,58-11017,10643
2025-11-12T06:29:04.954386,73439,31.94693,35.904766,316.2,1,58-73439,10634
2025-11-12T06:29:04.954386,11502,31.948011,35.91584,0,1,58-11502,10635
2025-11-12T06:29:04.954386,11688,31.945429,35.928646,37.57,1,58-11688,10643
2025-11-12T06:29:04.954386,30702,32.02079,35.84371,207.2,1,58-30702,10642
2025-11-12T06:29:04.954386,11535,32.0152,35.86819,0,1,58-11535,10617
2025-11-12T06:29:04.954386,11541,32.021038,35.84244,317.17,1,58-11541,10642
2025-11-12T06:29:04.954386,11526,31.951824,35.89357,282.38,1,58-11526,10633
2025-11-12T06:29:04.954386,93341,31.976185,35.88768,23.3,1,58-93341,10627
2025-11-12T06:29:04.954386,63779,31.945639,35.9205,105.31,1,58-63779,10643
2025-11-12T06:29:04.954386,11670,31.946218,35.91846,123.77,1,58-11670,10635
2025-11-12T06:33:00.256407,30702,32.020954,35.8424,299,0,58-30702,10612
2025-11-12T06:33:00.256407,11721,31.9458,35.928596,122.16,0,58-11721,10635
2025-11-12T06:33:00.256407,11532,32.02181,35.84391,0,0,58-11532,10616
2025-11-12T06:33:00.256407,42113,32.020813,35.84269,292.7,0,58-42113,10612
2025-11-12T06:33:00.256407,78890,31.985346,35.897896,139,0,58-78890,10625
2025-11-12T06:33:00.256407,11499,31.985895,35.89765,233.99,0,58-11499,10625
2025-11-12T06:33:00.256407,11364,32.024296,35.852486,72.67,0,58-11364,10613
2025-11-12T06:33:00.256407,94951,31.95561,35.88405,121.3,0,58-94951,10630
2025-11-12T06:33:00.256407,75259,31.963552,35.883156,216.2,0,58-75259,10629
2025-11-12T06:33:00.256407,11379,32.018856,35.864674,0,0,58-11379,11675
2025-11-12T06:33:00.256407,37113,31.946653,35.909576,63.8,0,58-37113,10632
2025-11-12T06:33:00.256407,47376,31.945755,35.928707,0,0,58-47376,10635
2025-11-12T06:33:00.256407,11514,32.00042,36.01427,0,0,58-11514,10625
2025-11-12T06:33:00.256407,88302,31.945524,35.928776,215.6,1,58-88302,10643
2025-11-12T06:33:00.256407,11649,31.946453,35.9089,243.68,1,58-11649,10636
2025-11-12T06:33:00.256407,11490,31.94576,35.920177,104.87,1,58-11490,10634
2025-11-12T06:33:00.256407,11017,31.946777,35.909843,243.81,1,58-11017,10635
2025-11-12T06:33:00.256407,73439,31.95546,35.88378,299.2,1,58-73439,10632
2025-11-12T06:33:00.256407,11502,31.948011,35.91584,0,1,58-11502,10635
2025-11-12T06:33:00.256407,11688,31.94602,35.923546,249.39,1,58-11688,10643
2025-11-12T06:33:00.256407,11535,32.022594,35.846207,256.54,1,58-11535,10613
2025-11-12T06:33:00.256407,11541,32.021038,35.84244,317.17,1,58-11541,10642
2025-11-12T06:33:00.256407,11526,31.95935,35.880013,35.81,1,58-11526,10630
2025-11-12T06:33:00.256407,93341,31.985962,35.89802,307.39,1,58-93341,10625
2025-11-12T06:33:00.256407,63779,31.945639,35.9205,105.31,1,58-63779,10643
2025-11-12T06:33:00.256407,11670,31.946218,35.91846,123.77,1,58-11670,10635
2025-11-12T06:37:11.004874,24926,32.02084,35.842567,291.8,0,58-24926,10612
2025-11-12T06:37:11.004874,11535,32.02081,35.842773,283.18,0,58-11535,10612
2025-11-12T06:37:11.004874,84113,32.02476,35.85496,87.1,0,58-84113,11675
2025-11-12T06:37:11.004874,30702,32.020954,35.8424,299,0,58-30702,10612
2025-11-12T06:37:11.004874,11721,31.9458,35.928596,122.16,0,58-11721,10635
2025-11-12T06:37:11.004874,11532,32.02181,35.84391,0,0,58-11532,10616
2025-11-12T06:37:11.004874,42113,32.0221,35.84454,73.4,0,58-42113,10612
2025-11-12T06:37:11.004874,78890,31.97646,35.887836,203.9,0,58-78890,10627
2025-11-12T06:37:11.004874,11499,31.973068,35.886425,188.11,0,58-11499,10627
2025-11-12T06:37:11.004874,11364,32.01806,35.865486,140.97,0,58-11364,11671
2025-11-12T06:37:11.004874,94951,31.945755,35.90628,125.3,0,58-94951,10630
2025-11-12T06:37:11.004874,75259,31.951824,35.896683,87.6,0,58-75259,10633
2025-11-12T06:37:11.004874,11379,32.00501,35.873367,0,0,58-11379,10619
2025-11-12T06:37:11.004874,37113,31.946224,35.92722,101.1,0,58-37113,10635
2025-11-12T06:37:11.004874,47376,31.945385,35.928787,0,0,58-47376,10635
2025-11-12T06:37:11.004874,11514,32.00042,36.01427,0,0,58-11514,10625
2025-11-12T06:37:11.004874,88302,31.945522,35.92877,215.6,1,58-88302,10643
2025-11-12T06:37:11.004874,11649,31.945665,35.92053,105.4,1,58-11649,10636
2025-11-12T06:37:11.004874,11490,31.94576,35.920177,104.87,1,58-11490,10634
2025-11-12T06:37:11.004874,11017,31.95351,35.889175,297.33,1,58-11017,10632
2025-11-12T06:37:11.004874,73439,31.9667,35.88677,69.3,1,58-73439,10629
2025-11-12T06:37:11.004874,11502,31.94552,35.928627,0,1,58-11502,10643
2025-11-12T06:37:11.004874,11688,31.945566,35.907284,0,1,58-11688,10643
2025-11-12T06:37:11.004874,11541,32.021038,35.84244,317.17,1,58-11541,10642
2025-11-12T06:37:11.004874,11526,31.976763,35.88807,0,1,58-11526,10627
2025-11-12T06:37:11.004874,93341,31.992706,35.889984,305.3,1,58-93341,10622
2025-11-12T06:37:11.004874,63779,31.945639,35.9205,105.31,1,58-63779,10643
2025-11-12T06:37:11.004874,11670,31.946218,35.91846,123.77,1,58-11670,10635
2025-11-12T06:41:06.012648,11718,32.02434,35.852657,72.9,0,58-11718,10613
2025-11-12T06:41:06.012648,59197,32.024673,35.854145,82.3,0,58-59197,10613
2025-11-12T06:41:06.012648,24926,32.02145,35.84315,50.1,0,58-24926,10612
2025-11-12T06:41:06.012648,11535,32.02081,35.842773,283.18,0,58-11535,10612
2025-11-12T06:41:06.012648,84113,32.003315,35.874496,142.1,0,58-84113,10617
2025-11-12T06:41:06.012648,30702,32.020954,35.8424,299,0,58-30702,10612
2025-11-12T06:41:06.012648,11721,31.9458,35.928596,122.16,0,58-11721,10635
2025-11-12T06:41:06.012648,11532,32.02181,35.84391,0,0,58-11532,10616
2025-11-12T06:41:06.012648,42113,32.018467,35.86506,140.4,0,58-42113,11671
2025-11-12T06:41:06.012648,78890,31.958834,35.87949,211.5,0,58-78890,10630
2025-11-12T06:41:06.012648,11499,31.959684,35.880142,213.72,0,58-11499,10629
2025-11-12T06:41:06.012648,11364,31.999432,35.879333,126.59,0,58-11364,10619
2025-11-12T06:41:06.012648,94951,31.946203,35.92297,67.09,0,58-94951,10635
2025-11-12T06:41:06.012648,75259,31.94803,35.915604,123.8,0,58-75259,10635
2025-11-12T06:41:06.012648,11379,31.992495,35.890205,128.31,0,58-11379,10622
2025-11-12T06:41:06.012648,37113,31.946224,35.92722,101.1,0,58-37113,10635
2025-11-12T06:41:06.012648,47376,31.945385,35.928787,0,0,58-47376,10635
2025-11-12T06:41:06.012648,11514,32.00042,36.01427,0,0,58-11514,10625
2025-11-12T06:41:06.012648,88302,31.945509,35.928776,215.1,1,58-88302,10643
2025-11-12T06:41:06.012648,11649,31.945665,35.92053,105.4,1,58-11649,10636
2025-11-12T06:41:06.012648,11490,31.94576,35.920177,104.87,1,58-11490,10634
2025-11-12T06:41:06.012648,11017,31.959011,35.879776,33.35,1,58-11017,10630
2025-11-12T06:41:06.012648,73439,31.980947,35.892094,44.1,1,58-73439,10626
2025-11-12T06:41:06.012648,11502,31.94556,35.92856,0,1,58-11502,10643
2025-11-12T06:41:06.012648,11688,31.9526,35.89129,296.66,1,58-11688,10634
2025-11-12T06:41:06.012648,11541,32.021038,35.84244,317.17,1,58-11541,10642
2025-11-12T06:41:06.012648,11526,31.983196,35.89487,46.44,1,58-11526,10626
2025-11-12T06:41:06.012648,93341,32.005142,35.873356,333.5,1,58-93341,10619
2025-11-12T06:41:06.012648,63779,31.946072,35.92373,248.78,1,58-63779,10636
2025-11-12T06:41:06.012648,11670,31.946218,35.91846,123.77,1,58-11670,10635
2025-11-12T12:07:15.938866,10984,32.020847,35.842766,287.38,0,58-10984,10612
2025-11-12T12:07:15.938866,11502,32.020824,35.842766,287.32,0,58-11502,10612
2025-11-12T12:07:15.938866,63779,32.020817,35.842724,285.66,0,58-63779,10612
2025-11-12T12:07:15.938866,11682,32.02084,35.842728,296.25,0,58-11682,10612
2025-11-12T12:07:15.938866,11017,32.02138,35.843067,45.83,0,58-11017,10612
2025-11-12T12:07:15.938866,84113,32.02082,35.84273,292.39,0,58-84113,10612
2025-11-12T12:07:15.938866,73439,32.018257,35.865288,137.4,0,58-73439,11671
2025-11-12T12:07:15.938866,11526,32.00194,35.875896,137.08,0,58-11526,10619
2025-11-12T12:07:15.938866,11718,31.992945,35.889526,0,0,58-11718,10620
2025-11-12T12:07:15.938866,93341,31.992556,35.89017,126.2,0,58-93341,10622
2025-11-12T12:07:15.938866,11550,31.94528,35.92874,0,0,58-11550,10641
2025-11-12T12:07:15.938866,11535,31.958483,35.8792,0,0,58-11535,10630
2025-11-12T12:07:15.938866,30702,31.945932,35.90784,59.3,0,58-30702,10633
2025-11-12T12:07:15.938866,11532,32.020767,35.84277,0,0,58-11532,10612
2025-11-12T12:07:15.938866,11541,31.957935,35.879444,120.49,0,58-11541,10630
2025-11-12T12:07:15.938866,66163,31.945469,35.9288,198.6,0,58-66163,10635
2025-11-12T12:07:15.938866,11514,31.945337,35.92868,0,0,58-11514,10635
2025-11-12T12:07:15.938866,24926,31.94555,35.92882,201.5,0,58-24926,10636
2025-11-12T12:07:15.938866,59197,31.383787,41.08924,286.39,0,58-59197,10612
2025-11-12T12:07:15.938866,47376,31.94535,35.928726,0,0,58-47376,10635
2025-11-12T12:07:15.938866,11364,31.94542,35.92872,0,0,58-11364,10635
2025-11-12T12:07:15.938866,11379,31.945368,35.92873,0,0,58-11379,10635
2025-11-12T12:07:15.938866,94951,31.945724,35.92832,26.4,0,58-94951,10635
2025-11-12T12:07:15.938866,88302,31.945513,35.928783,198.7,0,58-88302,10636
2025-11-12T12:07:15.938866,11649,31.945374,35.92874,0,0,58-11649,10635
2025-11-12T12:07:15.938866,56302,31.972067,35.886322,185.1,0,58-56302,10628
2025-11-12T12:07:15.938866,11688,32.020874,35.842617,292.64,0,58-11688,10637
2025-11-12T12:07:15.938866,78890,31.94549,35.928707,39.1,1,58-78890,10643
2025-11-12T12:07:15.938866,11499,31.947638,35.916306,0,1,58-11499,10635
2025-11-12T12:07:15.938866,75259,31.945408,35.928642,31.1,1,58-75259,10643
2025-11-12T12:07:15.938866,37113,31.95349,35.889164,296.2,1,58-37113,10632
2025-11-12T12:07:15.938866,11670,31.948063,35.915634,0,1,58-11670,10635
2025-11-12T12:07:15.938866,45556,31.987299,35.896423,316.39,1,58-45556,10625
2025-11-12T12:07:15.938866,10978,31.998556,35.880806,0,1,58-10978,10620
2025-11-12T12:07:15.938866,56867,31.992714,35.88997,309,1,58-56867,10622
2025-11-12T12:07:15.938866,11721,32.01644,35.86703,321.45,1,58-11721,10617
2025-11-12T12:07:15.938866,11490,31.960989,35.881275,32.44,1,58-11490,10630
2025-11-12T12:07:15.938866,46750,32.021984,35.84395,217.5,1,58-46750,10613
2025-11-12T12:07:15.938866,11547,32.020782,35.843742,195.08,1,58-11547,10642
2025-11-12T12:07:15.938866,55857,31.994278,36.003937,13.2,1,58-55857,10635
2025-11-12T12:07:15.938866,42113,31.9993,36.01586,286.5,1,58-42113,10635
2025-11-12T12:08:03.055947,10984,32.020847,35.842766,287.38,0,58-10984,10612
2025-11-12T12:08:03.055947,11502,32.020824,35.842766,287.32,0,58-11502,10612
2025-11-12T12:08:03.055947,63779,32.020817,35.842724,285.66,0,58-63779,10612
2025-11-12T12:08:03.055947,11682,32.02084,35.842728,296.25,0,58-11682,10612
2025-11-12T12:08:03.055947,11017,32.023094,35.848286,0,0,58-11017,10613
2025-11-12T12:08:03.055947,84113,32.02082,35.84273,292.39,0,58-84113,10612
2025-11-12T12:08:03.055947,73439,32.01514,35.86816,142.6,0,58-73439,10617
2025-11-12T12:08:03.055947,11526,31.998016,35.881542,127.64,0,58-11526,10619
2025-11-12T12:08:03.055947,11718,31.992945,35.889526,0,0,58-11718,10620
2025-11-12T12:08:03.055947,93341,31.988419,35.895065,137.4,0,58-93341,10623
2025-11-12T12:08:03.055947,11550,31.94528,35.92874,0,0,58-11550,10641
2025-11-12T12:08:03.055947,11535,31.957684,35.87979,122.89,0,58-11535,10630
2025-11-12T12:08:03.055947,30702,31.94798,35.912846,70.09,0,58-30702,10633
2025-11-12T12:08:03.055947,11532,32.020767,35.84277,0,0,58-11532,10612
2025-11-12T12:08:03.055947,11541,31.957935,35.879444,120.49,0,58-11541,10630
2025-11-12T12:08:03.055947,66163,31.945469,35.9288,198.6,0,58-66163,10635
2025-11-12T12:08:03.055947,11514,31.945337,35.92868,0,0,58-11514,10635
2025-11-12T12:08:03.055947,24926,31.94555,35.92882,201.5,0,58-24926,10636
2025-11-12T12:08:03.055947,59197,31.383787,41.08924,286.39,0,58-59197,10612
2025-11-12T12:08:03.055947,47376,31.94535,35.928726,0,0,58-47376,10635
2025-11-12T12:08:03.055947,11364,31.94542,35.92872,0,0,58-11364,10635
2025-11-12T12:08:03.055947,11379,31.945368,35.92873,0,0,58-11379,10635
2025-11-12T12:08:03.055947,94951,31.945724,35.928326,26.4,0,58-94951,10635
2025-11-12T12:08:03.055947,88302,31.945513,35.928783,198.7,0,58-88302,10636
2025-11-12T12:08:03.055947,11649,31.945374,35.92874,0,0,58-11649,10635
2025-11-12T12:08:03.055947,56302,31.967009,35.887005,168.4,0,58-56302,10640
2025-11-12T12:08:03.055947,11688,32.020874,35.842617,292.64,0,58-11688,10637
2025-11-12T12:08:03.055947,78890,31.945492,35.928703,39.1,1,58-78890,10643
2025-11-12T12:08:03.055947,11499,31.948076,35.915596,0,1,58-11499,10635
2025-11-12T12:08:03.055947,75259,31.945404,35.928642,31.1,1,58-75259,10643
2025-11-12T12:08:03.055947,37113,31.95509,35.884674,293.5,1,58-37113,10631
2025-11-12T12:08:03.055947,11670,31.948063,35.915634,0,1,58-11670,10635
2025-11-12T12:08:03.055947,45556,31.990093,35.893326,317.1,1,58-45556,10623
2025-11-12T12:08:03.055947,10978,31.999731,35.87898,306.88,1,58-10978,10620
2025-11-12T12:08:03.055947,56867,31.99272,35.88997,309.2,1,58-56867,10622
2025-11-12T12:08:03.055947,11721,32.018356,35.86525,0,1,58-11721,10615
2025-11-12T12:08:03.055947,11490,31.965351,35.884888,41.12,1,58-11490,10629
2025-11-12T12:08:03.055947,46750,32.021984,35.84395,217.5,1,58-46750,10613
2025-11-12T12:08:03.055947,11547,32.020782,35.843742,195.08,1,58-11547,10642
2025-11-12T12:08:03.055947,55857,31.994278,36.003937,13.2,1,58-55857,10635
2025-11-12T12:08:03.055947,42113,31.9993,36.01586,286.5,1,58-42113,10635
2025-11-12T12:08:44.203140,10984,32.020847,35.842766,287.38,0,58-10984,10612
2025-11-12T12:08:44.203140,11502,32.020824,35.842766,287.32,0,58-11502,10612
2025-11-12T12:08:44.203140,63779,32.020817,35.842724,285.66,0,58-63779,10612
2025-11-12T12:08:44.203140,11682,32.02084,35.842728,296.25,0,58-11682,10612
2025-11-12T12:08:44.203140,11017,32.023956,35.851223,71.44,0,58-11017,10613
2025-11-12T12:08:44.203140,84113,32.02082,35.84273,292.39,0,58-84113,10612
2025-11-12T12:08:44.203140,73439,32.01504,35.86826,135.5,0,58-73439,10617
2025-11-12T12:08:44.203140,11526,31.995918,35.884823,126.77,0,58-11526,10621
2025-11-12T12:08:44.203140,11718,31.992573,35.8901,0,0,58-11718,10622
2025-11-12T12:08:44.203140,93341,31.987404,35.89602,143.8,0,58-93341,10623
2025-11-12T12:08:44.203140,11550,31.94528,35.92874,0,0,58-11550,10641
2025-11-12T12:08:44.203140,11535,31.955338,35.88405,119.22,0,58-11535,10631
2025-11-12T12:08:44.203140,30702,31.947886,35.91589,123,0,58-30702,10635
2025-11-12T12:08:44.203140,11532,32.020767,35.84277,0,0,58-11532,10612
2025-11-12T12:08:44.203140,11541,31.957935,35.879444,120.49,0,58-11541,10630
2025-11-12T12:08:44.203140,66163,31.94547,35.928802,198.6,0,58-66163,10635
2025-11-12T12:08:44.203140,11514,31.945337,35.92868,0,0,58-11514,10635
2025-11-12T12:08:44.203140,24926,31.94555,35.92882,201.5,0,58-24926,10636
2025-11-12T12:08:44.203140,59197,31.383787,41.08924,286.39,0,58-59197,10612
2025-11-12T12:08:44.203140,47376,31.94535,35.928726,0,0,58-47376,10635
2025-11-12T12:08:44.203140,11364,31.94542,35.92872,0,0,58-11364,10635
2025-11-12T12:08:44.203140,11379,31.945368,35.92873,0,0,58-11379,10635
2025-11-12T12:08:44.203140,94951,31.945864,35.928226,33.2,0,58-94951,10635
2025-11-12T12:08:44.203140,88302,31.945513,35.928783,198.7,0,58-88302,10636
2025-11-12T12:08:44.203140,11649,31.945374,35.92874,0,0,58-11649,10635
2025-11-12T12:08:44.203140,56302,31.9659,35.885395,225,0,58-56302,10640
2025-11-12T12:08:44.203140,11688,32.020874,35.842617,292.64,0,58-11688,10637
2025-11-12T12:08:44.203140,78890,31.945494,35.928703,39.1,1,58-78890,10643
2025-11-12T12:08:44.203140,11499,31.948292,35.914562,0,1,58-11499,10635
2025-11-12T12:08:44.203140,75259,31.945404,35.928642,31.1,1,58-75259,10643
2025-11-12T12:08:44.203140,37113,31.958717,35.87949,34.6,1,58-37113,10630
2025-11-12T12:08:44.203140,11670,31.948063,35.915634,0,1,58-11670,10635
2025-11-12T12:08:44.203140,45556,31.992277,35.890717,308.6,1,58-45556,10623
2025-11-12T12:08:44.203140,10978,32.00524,35.87334,0,1,58-10978,10619
2025-11-12T12:08:44.203140,56867,31.995464,35.885605,306.39,1,58-56867,10621
2025-11-12T12:08:44.203140,11721,32.018356,35.86525,0,1,58-11721,10615
2025-11-12T12:08:44.203140,11490,31.967308,35.88695,347.32,1,58-11490,10629
2025-11-12T12:08:44.203140,46750,32.021984,35.84395,217.5,1,58-46750,10613
2025-11-12T12:08:44.203140,11547,32.020782,35.843742,195.08,1,58-11547,10642
2025-11-12T12:08:44.203140,55857,31.994278,36.003937,13.2,1,58-55857,10635
2025-11-12T12:08:44.203140,42113,31.9993,36.01586,286.5,1,58-42113,10635
2025-11-12T12:09:36.946305,10984,32.020847,35.842766,287.38,0,58-10984,10612
2025-11-12T12:09:36.946305,11502,32.020824,35.842766,287.32,0,58-11502,10612
2025-11-12T12:09:36.946305,63779,32.020817,35.842724,285.66,0,58-63779,10612
2025-11-12T12:09:36.946305,11682,32.02084,35.842728,296.25,0,58-11682,10612
2025-11-12T12:09:36.946305,11017,32.024715,35.85474,87.41,0,58-11017,11675
2025-11-12T12:09:36.946305,84113,32.02082,35.84273,292.39,0,58-84113,10612
2025-11-12T12:09:36.946305,73439,32.01093,35.870846,159.1,0,58-73439,10618
