ping_time,busId,lat,lng,bearing,direction,plateNumber,stopId
2025-11-11T17:06:59.243497,84113,31.985493,35.89725,223.2,0,58-84113,10612
2025-11-11T17:06:59.243497,11379,31.9453,35.92862,0,0,58-11379,10612
2025-11-11T17:06:59.243497,42113,31.94815,35.915314,111.3,0,58-42113,10612
2025-11-11T17:06:59.243497,75259,31.945595,35.928753,15.8,0,58-75259,10612
2025-11-11T17:06:59.243497,11499,31.94509,35.92862,0,0,58-11499,10612
2025-11-11T17:06:59.243497,11547,32.024776,35.85465,0,0,58-11547,10633
2025-11-11T17:06:59.243497,37113,31.953693,35.888714,299.7,0,58-37113,10613
2025-11-11T17:06:59.243497,47376,31.958693,35.879482,0,0,58-47376,11675
2025-11-11T17:06:59.243497,10984,31.976702,35.888046,0,0,58-10984,10617
2025-11-11T17:06:59.243497,11670,31.945452,35.928623,0,0,58-11670,10622
2025-11-11T17:06:59.243497,88302,32.004955,35.87345,329.3,0,58-88302,10625
2025-11-11T17:06:59.243497,45556,31.983707,35.895546,65.4,0,58-45556,10625
2025-11-11T17:06:59.243497,11502,31.995726,35.885227,0,0,58-11502,10631
2025-11-11T17:06:59.243497,56867,31.995768,35.885075,300.89,0,58-56867,10632
2025-11-11T17:06:59.243497,11649,32.006527,35.872547,337.39,0,58-11649,10633
2025-11-11T17:06:59.243497,10975,31.945284,35.9287,0,0,58-10975,10635
2025-11-11T17:06:59.243497,55857,31.946194,35.927467,101.3,0,58-55857,10635
2025-11-11T17:06:59.243497,10978,31.94528,35.928703,0,0,58-10978,10635
2025-11-11T17:06:59.243497,11688,31.945698,35.928726,0,0,58-11688,10635
2025-11-11T17:06:59.243497,73439,31.945606,35.928802,165.6,0,58-73439,10636
2025-11-11T17:06:59.243497,11490,31.945297,35.9287,0,0,58-11490,10635
2025-11-11T17:06:59.243497,11532,31.94552,35.9288,0,0,58-11532,10636
2025-11-11T17:06:59.243497,78890,31.945328,35.928757,197.9,0,58-78890,10635
2025-11-11T17:06:59.243497,11718,31.945105,35.928642,0,0,58-11718,10637
2025-11-11T17:06:59.243497,11017,31.945309,35.92868,0,0,58-11017,10635
2025-11-11T17:07:45.728514,11526,31.988455,35.907978,59.24,1,58-11526,10643
2025-11-11T17:07:45.728514,56302,31.995657,35.88525,127.5,1,58-56302,10643
2025-11-11T17:07:45.728514,30702,32.014687,35.868645,141.9,1,58-30702,10635
2025-11-11T17:07:45.728514,93341,32.005074,35.87335,151.5,1,58-93341,10643
2025-11-11T17:07:45.728514,11514,31.992798,35.88974,0,1,58-11514,10634
2025-11-11T17:07:45.728514,66163,31.964788,35.884277,219.3,1,58-66163,10635
2025-11-11T17:07:45.728514,11541,32.020805,35.842773,289.38,1,58-11541,10629
2025-11-11T17:07:45.728514,11364,31.947908,35.91572,0,1,58-11364,10626
2025-11-11T17:07:45.728514,11535,31.964725,35.88415,0,1,58-11535,10625
2025-11-11T17:07:45.728514,59197,31.947983,35.91561,123.6,1,58-59197,10615
2025-11-11T17:07:45.728514,11682,31.964638,35.884045,0,1,58-11682,10618
2025-11-11T17:07:45.728514,11550,31.951803,35.89662,87.66,1,58-11550,10617
2025-11-11T17:07:45.728514,24926,32.02212,35.844254,257.1,1,58-24926,10613
2025-11-11T17:07:45.728514,11385,32.02179,35.84388,0,1,58-11385,10613
2025-11-11T17:07:45.728514,94951,31.948645,35.914387,268.39,1,58-94951,10613
2025-11-11T17:08:27.060940,84113,31.980501,35.891598,223.4,0,58-84113,10612
2025-11-11T17:08:27.060940,11379,31.945475,35.92864,0,0,58-11379,10612
2025-11-11T17:08:27.060940,42113,31.946686,35.91776,125.4,0,58-42113,10612
2025-11-11T17:08:27.060940,75259,31.945702,35.920444,285.39,0,58-75259,10612
2025-11-11T17:08:27.060940,11499,31.945253,35.928486,0,0,58-11499,10612
2025-11-11T17:08:27.060940,11547,32.024776,35.85465,0,0,58-11547,10633
2025-11-11T17:08:27.060940,37113,31.954042,35.887802,290,0,58-37113,10613
2025-11-11T17:08:27.060940,47376,31.962147,35.882107,32.47,0,58-47376,11675
2025-11-11T17:08:27.060940,10984,31.979502,35.890656,40.38,0,58-10984,10617
2025-11-11T17:08:27.060940,11670,31.945452,35.928623,0,0,58-11670,10622
2025-11-11T17:08:27.060940,88302,32.011124,35.870857,340.4,0,58-88302,10625
2025-11-11T17:08:27.060940,45556,31.985846,35.89813,314.6,0,58-45556,10625
2025-11-11T17:08:27.060940,11502,31.999199,35.8798,306.64,0,58-11502,10631
2025-11-11T17:08:27.060940,56867,32.001057,35.876965,312.2,0,58-56867,10632
2025-11-11T17:08:27.060940,11649,32.01291,35.86996,333.03,0,58-11649,10633
2025-11-11T17:08:27.060940,10975,31.945284,35.9287,0,0,58-10975,10635
2025-11-11T17:08:27.060940,55857,31.946194,35.927467,101.3,0,58-55857,10635
2025-11-11T17:08:27.060940,10978,31.94528,35.928703,0,0,58-10978,10635
2025-11-11T17:08:27.060940,11688,31.945698,35.928726,0,0,58-11688,10635
2025-11-11T17:08:27.060940,73439,31.945606,35.928802,165.6,0,58-73439,10636
2025-11-11T17:08:27.060940,11490,31.945297,35.9287,0,0,58-11490,10635
