ping_time,route,busId,lat,lng,bearing,direction,plateNumber,stopId,load
2026-01-22T14:46:47.637055,98,52827,31.989367,35.943535,25.9,0,58-52827,11649,N/A
2026-01-22T14:46:47.637055,98,34002,31.989407,35.94403,350.5,0,58-34002,11649,N/A
2026-01-22T14:46:47.637055,98,35837,31.989296,35.94373,153.8,0,58-35837,11649,N/A
2026-01-22T14:46:47.637055,98,11029,31.99333,35.9192,254.16,0,58-11029,11669,N/A
2026-01-22T14:46:47.637055,98,11415,32.022575,35.846172,257.79,0,58-11415,10613,N/A
2026-01-22T14:46:47.637055,98,25354,31.992716,35.88995,126.3,0,58-25354,10612,N/A
2026-01-22T14:46:47.637055,98,11020,31.998571,35.88066,126.89,1,58-11020,10620,N/A
2026-01-22T14:46:47.637055,99,56867,32.02079,35.842712,285.6,0,58-56867,10612,N/A
2026-01-22T14:46:47.637055,99,56302,32.0208,35.84272,288,0,58-56302,10612,N/A
2026-01-22T14:46:47.637055,99,93341,32.020794,35.842716,287.1,0,58-93341,10612,N/A
2026-01-22T14:46:47.637055,99,11418,32.020187,35.863083,134.04,0,58-11418,10616,N/A
2026-01-22T14:46:47.637055,99,55857,32.02081,35.8427,286.89,0,58-55857,10612,N/A
2026-01-22T14:46:47.637055,99,11649,32.020885,35.842625,0,0,58-11649,10612,N/A
2026-01-22T14:46:47.637055,99,84113,32.02058,35.84246,210.3,0,58-84113,10612,N/A
2026-01-22T14:46:47.637055,99,11688,31.967283,35.886944,0,0,58-11688,10640,N/A
2026-01-22T14:46:47.637055,99,11718,32.020798,35.842773,286.33,0,58-11718,10612,N/A
2026-01-22T14:46:47.637055,99,11436,32.020847,35.842754,0,0,58-11436,10612,N/A
2026-01-22T14:46:47.637055,99,94951,32.02273,35.845634,70.59,0,58-94951,10612,N/A
2026-01-22T14:46:47.637055,99,11526,32.00501,35.873363,0,0,58-11526,10619,N/A
2026-01-22T14:46:47.637055,99,11376,31.995354,35.885735,126.13,0,58-11376,10620,N/A
2026-01-22T14:46:47.637055,99,24926,32.020573,35.841904,203.5,0,58-24926,10612,N/A
