ping_time,route,busId,lat,lng,bearing,direction,plateNumber,stopId,load,status,velocity
2026-01-23T00:00:44.175569,99,88302,32.020935,35.842228,285.39,0,58-88302,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,56302,32.022167,35.844933,71.9,0,58-56302,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,11670,32.01109,35.8707,0,0,58-11670,10618,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:00:44.175569,99,84113,31.946205,35.92721,281.2,0,58-84113,10635,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,11682,32.02077,35.84274,278.17,0,58-11682,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,11535,32.000534,36.014217,0,0,58-11535,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,97599,32.024364,35.852715,73.4,0,58-97599,10612,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:00:44.175569,99,90702,32.02169,35.84283,130.5,0,58-90702,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,37113,32.0215,35.842594,145.69,0,58-37113,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,11005,32.00011,36.015877,0,0,58-11005,10623,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,11721,32.02082,35.842693,289.05,0,58-11721,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,45556,32.021954,35.84394,70,0,58-45556,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,11646,31.999989,36.014885,0,0,58-11646,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,24926,32.02079,35.842735,288.6,0,58-24926,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,11017,31.988417,35.947742,106.45,0,58-11017,10623,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:00:44.175569,99,11490,31.99926,36.01587,0,0,58-11490,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:00:44.175569,99,10978,31.94625,35.927128,0,0,58-10978,10635,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:01:30.177473,99,15417,32.021652,35.842346,54.8,0,58-15417,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,47376,31.985426,35.897205,226.9,0,58-47376,10625,N/A,🟢 MOVING,1.87130823383935
2026-01-23T00:01:30.177473,99,48886,32.024235,35.85226,72.4,0,58-48886,10613,N/A,🟢 MOVING,9.190555554107478
2026-01-23T00:01:30.177473,99,11541,32.02076,35.842735,276.88,0,58-11541,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,55857,32.02081,35.84268,288.89,0,58-55857,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,11649,32.00026,36.01486,0,0,58-11649,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,11718,32.000347,36.01473,0,0,58-11718,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,11376,31.99965,36.0156,312.75,0,58-11376,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,11532,32.00054,36.014435,0,0,58-11532,10623,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,59197,31.999966,36.01457,200.7,0,58-59197,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,46750,31.946302,35.926716,99,0,58-46750,10635,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:01:30.177473,99,10984,32.00063,36.014263,0,0,58-10984,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,88302,32.020935,35.842228,285.39,0,58-88302,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,56302,32.022167,35.844933,71.9,0,58-56302,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,11670,32.01109,35.8707,0,0,58-11670,10618,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:01:30.177473,99,84113,31.946205,35.92721,281.2,0,58-84113,10635,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,11682,32.02077,35.84274,278.17,0,58-11682,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,11535,32.000534,36.014217,0,0,58-11535,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,97599,32.024364,35.852715,73.4,0,58-97599,10612,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:01:30.177473,99,90702,32.02169,35.84283,130.5,0,58-90702,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,37113,32.0215,35.842594,145.69,0,58-37113,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,11005,32.00011,36.015877,0,0,58-11005,10623,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,11721,32.02082,35.842693,289.05,0,58-11721,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,45556,32.021954,35.84394,70,0,58-45556,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,11646,31.999989,36.014885,0,0,58-11646,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,24926,32.02079,35.842735,288.6,0,58-24926,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,11017,31.988417,35.947742,106.45,0,58-11017,10623,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:01:30.177473,99,11490,31.99926,36.01587,0,0,58-11490,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:01:30.177473,99,10978,31.94625,35.927128,0,0,58-10978,10635,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:02:13.919996,99,15417,32.021652,35.842346,54.8,0,58-15417,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,47376,31.980816,35.89197,225.9,0,58-47376,10626,N/A,🟢 MOVING,16.133976078297337
2026-01-23T00:02:13.919996,99,48886,32.02471,35.854183,76.59,0,58-48886,10613,N/A,🟢 MOVING,4.280258295050773
2026-01-23T00:02:13.919996,99,11541,32.02076,35.842735,276.88,0,58-11541,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,55857,32.02081,35.84268,288.89,0,58-55857,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,11649,32.00026,36.01486,0,0,58-11649,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,11718,32.000347,36.01473,0,0,58-11718,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,11376,31.99965,36.0156,312.75,0,58-11376,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,11532,32.00054,36.014435,0,0,58-11532,10623,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,59197,31.999966,36.01457,200.7,0,58-59197,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,46750,31.946302,35.926716,99,0,58-46750,10635,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:02:13.919996,99,10984,32.00063,36.014263,0,0,58-10984,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,88302,32.020935,35.842228,285.39,0,58-88302,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,56302,32.022167,35.844933,71.9,0,58-56302,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,11670,32.01109,35.8707,0,0,58-11670,10618,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:02:13.919996,99,84113,31.946205,35.92721,281.2,0,58-84113,10635,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,11682,32.02077,35.84274,278.17,0,58-11682,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,11535,32.000534,36.014217,0,0,58-11535,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,97599,32.024364,35.852715,73.4,0,58-97599,10612,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:02:13.919996,99,90702,32.02169,35.84283,130.5,0,58-90702,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,37113,32.0215,35.842594,145.69,0,58-37113,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,11005,32.00011,36.015877,0,0,58-11005,10623,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,11721,32.02082,35.842693,289.05,0,58-11721,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,45556,32.021954,35.84394,70,0,58-45556,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,11646,31.999989,36.014885,0,0,58-11646,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,24926,32.02079,35.842735,288.6,0,58-24926,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,11017,31.988417,35.947742,106.45,0,58-11017,10623,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:02:13.919996,99,11490,31.99926,36.01587,0,0,58-11490,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:13.919996,99,10978,31.94625,35.927128,0,0,58-10978,10635,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:02:59.468539,99,15417,32.021652,35.842346,54.8,0,58-15417,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,47376,31.980707,35.89182,225.5,0,58-47376,10626,N/A,🟢 MOVING,0.4132301667991598
2026-01-23T00:02:59.468539,99,48886,32.02473,35.855507,93.4,0,58-48886,10613,N/A,🟢 MOVING,2.7692030767578455
2026-01-23T00:02:59.468539,99,11541,32.02076,35.842735,276.88,0,58-11541,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,55857,32.02081,35.84268,288.89,0,58-55857,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,11649,32.00026,36.01486,0,0,58-11649,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,11718,32.000347,36.01473,0,0,58-11718,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,11376,31.99965,36.0156,312.75,0,58-11376,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,11532,32.00054,36.014435,0,0,58-11532,10623,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,59197,31.999966,36.01457,200.7,0,58-59197,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,46750,31.946302,35.926716,99,0,58-46750,10635,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:02:59.468539,99,10984,32.00063,36.014263,0,0,58-10984,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,88302,32.020935,35.842228,285.39,0,58-88302,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,56302,32.022167,35.844933,71.9,0,58-56302,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,11670,32.01109,35.8707,0,0,58-11670,10618,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:02:59.468539,99,84113,31.946205,35.92721,281.2,0,58-84113,10635,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,11682,32.02077,35.84274,278.17,0,58-11682,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,11535,32.000534,36.014217,0,0,58-11535,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,97599,32.024364,35.852715,73.4,0,58-97599,10612,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:02:59.468539,99,90702,32.02169,35.84283,130.5,0,58-90702,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,37113,32.0215,35.842594,145.69,0,58-37113,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,11005,32.00011,36.015877,0,0,58-11005,10623,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,11721,32.02082,35.842693,289.05,0,58-11721,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,45556,32.021954,35.84394,70,0,58-45556,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,11646,31.999989,36.014885,0,0,58-11646,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,24926,32.02079,35.842735,288.6,0,58-24926,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,11017,31.988417,35.947742,106.45,0,58-11017,10623,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:02:59.468539,99,11490,31.99926,36.01587,0,0,58-11490,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:02:59.468539,99,10978,31.94625,35.927128,0,0,58-10978,10635,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:03:41.639654,99,15417,32.021652,35.842346,54.8,0,58-15417,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,47376,31.978395,35.88937,221.6,0,58-47376,10626,N/A,🟢 MOVING,8.195639918458976
2026-01-23T00:03:41.639654,99,48886,32.019196,35.864258,135.4,0,58-48886,10616,N/A,🟢 MOVING,24.40196893472863
2026-01-23T00:03:41.639654,99,11541,32.02076,35.842735,276.88,0,58-11541,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,55857,32.02081,35.84268,288.89,0,58-55857,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,11649,32.00026,36.01486,0,0,58-11649,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,11718,32.000347,36.01473,0,0,58-11718,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,11376,31.99965,36.0156,312.75,0,58-11376,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,11532,32.00054,36.014435,0,0,58-11532,10623,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,59197,31.999966,36.01457,200.7,0,58-59197,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,46750,31.946302,35.926716,99,0,58-46750,10635,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:03:41.639654,99,10984,32.00063,36.014263,0,0,58-10984,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,88302,32.020935,35.842228,285.39,0,58-88302,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,56302,32.022167,35.844933,71.9,0,58-56302,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,11670,32.01109,35.8707,0,0,58-11670,10618,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:03:41.639654,99,84113,31.946205,35.92721,281.2,0,58-84113,10635,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,11682,32.02077,35.84274,278.17,0,58-11682,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,11535,32.000534,36.014217,0,0,58-11535,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,97599,32.024364,35.852715,73.4,0,58-97599,10612,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:03:41.639654,99,90702,32.02169,35.84283,130.5,0,58-90702,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,37113,32.0215,35.842594,145.69,0,58-37113,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,11005,32.00011,36.015877,0,0,58-11005,10623,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,11721,32.02082,35.842693,289.05,0,58-11721,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,45556,32.021954,35.84394,70,0,58-45556,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,11646,31.999989,36.014885,0,0,58-11646,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,24926,32.02079,35.842735,288.6,0,58-24926,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,11017,31.988417,35.947742,106.45,0,58-11017,10623,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:03:41.639654,99,11490,31.99926,36.01587,0,0,58-11490,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:03:41.639654,99,10978,31.94625,35.927128,0,0,58-10978,10635,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:04:30.210687,99,15417,32.021652,35.842346,54.8,0,58-15417,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,47376,31.97515,35.887066,204.7,0,58-47376,10627,N/A,🟢 MOVING,8.681708277654831
2026-01-23T00:04:30.210687,99,48886,32.01709,35.866383,141.9,0,58-48886,10616,N/A,🟢 MOVING,6.351366181967455
2026-01-23T00:04:30.210687,99,11541,32.02076,35.842735,276.88,0,58-11541,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,55857,32.02081,35.84268,288.89,0,58-55857,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,11649,32.00026,36.01486,0,0,58-11649,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,11718,32.000347,36.01473,0,0,58-11718,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,11376,31.99965,36.0156,312.75,0,58-11376,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,11532,32.00054,36.014435,0,0,58-11532,10623,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,59197,31.999966,36.01457,200.7,0,58-59197,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,46750,31.946302,35.926716,99,0,58-46750,10635,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:04:30.210687,99,10984,32.00063,36.014263,0,0,58-10984,10622,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,88302,32.020935,35.842228,285.39,0,58-88302,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,56302,32.022167,35.844933,71.9,0,58-56302,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,11670,32.01109,35.8707,0,0,58-11670,10618,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:04:30.210687,99,84113,31.946205,35.92721,281.2,0,58-84113,10635,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,11682,32.02077,35.84274,278.17,0,58-11682,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,11535,32.000534,36.014217,0,0,58-11535,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,97599,32.024364,35.852715,73.4,0,58-97599,10612,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:04:30.210687,99,90702,32.02169,35.84283,130.5,0,58-90702,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,37113,32.0215,35.842594,145.69,0,58-37113,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,11005,32.00011,36.015877,0,0,58-11005,10623,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,11721,32.02082,35.842693,289.05,0,58-11721,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,45556,32.021954,35.84394,70,0,58-45556,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,11646,31.999989,36.014885,0,0,58-11646,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,24926,32.02079,35.842735,288.6,0,58-24926,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,11017,31.988417,35.947742,106.45,0,58-11017,10623,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:04:30.210687,99,11490,31.99926,36.01587,0,0,58-11490,10625,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:04:30.210687,99,10978,31.94625,35.927128,0,0,58-10978,10635,N/A,🟡 STOPPED (BOARDING?),0.0
2026-01-23T00:05:16.540272,99,15417,32.021652,35.842346,54.8,0,58-15417,10612,N/A,🛑 PARKED (EXTREME),0.0
2026-01-23T00:05:16.540272,99,47376,31.97009,35.88633,176.4,0,58-47376,10627,N/A,🟢 MOVING,12.239586941616997
2026-01-23T00:05:16.540272,99,48886,32.011017,35.870777,161.5,0,58-48886,10618,N/A,🟢 MOVING,17.106026807989135
2026-01-23T00:05:16.540272,99,11541,32.02076,35.842735,276.88,0,58-11541,10612,N/A,🛑 PARKED (EXTREME),0.0
