ping_time,busId,lat,lng,bearing,direction,plateNumber,stopId,load
2025-11-15T00:00:33.063481,68570,32.02082,35.84269,287,0,58-68570,10612,N/A
2025-11-15T00:00:33.063481,50752,32.000195,36.01584,21,0,58-50752,10623,N/A
2025-11-15T00:00:33.063481,44451,32.021286,35.842743,49.1,0,58-44451,10612,N/A
2025-11-15T00:00:33.063481,31890,32.020817,35.842735,300.7,0,58-31890,10612,N/A
2025-11-15T00:00:33.063481,38002,32.020893,35.84253,296.7,0,58-38002,10612,N/A
2025-11-15T00:00:33.063481,63965,31.945093,35.924755,73.7,0,58-63965,10641,N/A
2025-11-15T00:00:33.063481,59779,31.945427,35.92879,194,0,58-59779,10641,N/A
2025-11-15T00:00:33.063481,98191,31.945776,35.928677,127.9,0,58-98191,10635,N/A
2025-11-15T00:00:33.063481,75259,31.945732,35.928738,125.1,0,58-75259,10636,N/A
2025-11-15T00:00:33.063481,71773,31.945656,35.928825,160.69,0,58-71773,10635,N/A
2025-11-15T00:00:33.063481,88230,31.945381,35.928753,183.2,0,58-88230,10636,N/A
2025-11-15T00:00:33.063481,10984,32.020782,35.842754,287.8,0,58-10984,10612,N/A
2025-11-15T00:00:33.063481,63240,31.955458,35.952404,50.6,1,58-63240,10635,N/A
2025-11-15T00:00:33.063481,11493,31.999344,36.015713,0,1,58-11493,10635,N/A
2025-11-15T00:00:33.063481,25354,32.000187,36.0152,0,1,58-25354,10635,N/A
2025-11-15T00:00:33.063481,46750,31.999603,36.015312,350.6,1,58-46750,10635,N/A
2025-11-15T00:30:35.614759,68570,32.02082,35.84269,287,0,58-68570,10612,N/A
2025-11-15T00:30:35.614759,50752,32.000195,36.01584,21,0,58-50752,10623,N/A
2025-11-15T00:30:35.614759,44451,32.021286,35.842743,49.1,0,58-44451,10612,N/A
2025-11-15T00:30:35.614759,31890,32.020817,35.842735,300.7,0,58-31890,10612,N/A
2025-11-15T00:30:35.614759,38002,32.020893,35.84253,296.7,0,58-38002,10612,N/A
2025-11-15T00:30:35.614759,63965,31.945093,35.924755,73.7,0,58-63965,10641,N/A
2025-11-15T00:30:35.614759,59779,31.946316,35.926548,97,0,58-59779,10641,N/A
2025-11-15T00:30:35.614759,98191,31.945776,35.928677,127.9,0,58-98191,10635,N/A
2025-11-15T00:30:35.614759,75259,31.945732,35.928738,125.1,0,58-75259,10636,N/A
2025-11-15T00:30:35.614759,71773,31.945656,35.928825,160.69,0,58-71773,10635,N/A
2025-11-15T00:30:35.614759,88230,31.945381,35.928753,183.2,0,58-88230,10636,N/A
2025-11-15T00:30:35.614759,10984,32.020782,35.842754,287.8,0,58-10984,10612,N/A
2025-11-15T00:30:35.614759,63240,31.955458,35.952404,50.6,1,58-63240,10635,N/A
2025-11-15T00:30:35.614759,11493,31.999344,36.015713,0,1,58-11493,10635,N/A
2025-11-15T00:30:35.614759,25354,32.000187,36.0152,0,1,58-25354,10635,N/A
2025-11-15T00:30:35.614759,46750,31.999603,36.015312,350.6,1,58-46750,10635,N/A
2025-11-15T01:00:38.184440,68570,32.02082,35.84269,287,0,58-68570,10612,N/A
2025-11-15T01:00:38.184440,50752,32.000195,36.01584,21,0,58-50752,10623,N/A
2025-11-15T01:00:38.184440,44451,32.021286,35.842743,49.1,0,58-44451,10612,N/A
2025-11-15T01:00:38.184440,31890,32.020817,35.842735,300.7,0,58-31890,10612,N/A
2025-11-15T01:00:38.184440,38002,32.020893,35.84253,296.7,0,58-38002,10612,N/A
2025-11-15T01:00:38.184440,63965,31.945093,35.924755,73.7,0,58-63965,10641,N/A
2025-11-15T01:00:38.184440,59779,31.946316,35.926548,97,0,58-59779,10641,N/A
2025-11-15T01:00:38.184440,98191,31.945776,35.928677,127.9,0,58-98191,10635,N/A
2025-11-15T01:00:38.184440,75259,31.945732,35.928738,125.1,0,58-75259,10636,N/A
2025-11-15T01:00:38.184440,71773,31.945656,35.928825,160.69,0,58-71773,10635,N/A
2025-11-15T01:00:38.184440,88230,31.945381,35.928753,183.2,0,58-88230,10636,N/A
2025-11-15T01:00:38.184440,10984,32.020782,35.842754,287.8,0,58-10984,10612,N/A
2025-11-15T01:00:38.184440,63240,31.955458,35.952404,50.6,1,58-63240,10635,N/A
2025-11-15T01:00:38.184440,11493,31.999344,36.015713,0,1,58-11493,10635,N/A
2025-11-15T01:00:38.184440,25354,32.000187,36.0152,0,1,58-25354,10635,N/A
2025-11-15T01:00:38.184440,46750,31.999603,36.015312,350.6,1,58-46750,10635,N/A
